tcp_packets,dist_port_tcp,external_ips,vulume_bytes,udp_packets,source_app_packets,remote_app_packets,source_app_bytes,remote_app_bytes,source_app_packets.1,dns_query_times,type
526,0,1,35147,0,528,921,1330937,35284,528,2,benign
12,0,2,1615,0,14,13,1838,1772,14,2,benign
20,14,2,2917,0,22,21,6820,3062,22,2,benign
0,0,0,0,0,4,2,138,276,4,4,benign
21,15,2,1645,0,22,6,1960,1724,22,1,benign
17,12,4,1151,0,24,21,1832,1754,24,7,benign
7,0,2,1321,1,11,12,1936,1535,11,3,benign
83,0,3,9434,0,86,123,121728,9669,86,3,benign
21,21,1,2790,0,22,25,16972,2864,22,1,benign
99,0,4,12339,0,103,88,10347,12641,103,4,benign
107,0,2,15835,0,110,95,9810,16057,110,3,benign
6,0,1,1167,0,7,7,911,1241,7,1,benign
295,21,5,22100,0,302,410,511895,22622,302,7,benign
118,0,2,9858,0,121,118,104368,10074,121,3,benign
35,0,1,13494,0,36,35,4044,13571,36,1,benign
13,0,2,2197,0,15,14,1790,2343,15,2,benign
59,12,4,4911,0,64,49,46663,5323,64,5,benign
126,0,2,17542,0,129,116,16706,17767,129,3,benign
138,0,5,20637,0,143,163,174927,21022,143,5,benign
782,13,8,77851,0,790,1232,1668881,78480,790,8,benign
47,0,3,4674,0,51,43,6236,4972,51,4,benign
7,0,1,787,0,8,7,3116,866,8,1,benign
20,6,1,2545,0,22,19,2436,2698,22,2,benign
53,0,2,5841,0,55,46,4471,5997,55,2,benign
126,0,3,8853,0,129,317,454989,9082,129,3,benign
253,0,9,30284,0,262,288,241499,30954,262,9,benign
43,0,2,2990,0,46,55,52164,3211,46,3,benign
6,0,1,1307,0,7,7,1947,1382,7,1,benign
64,13,4,7302,0,68,69,51351,7595,68,4,benign
37,30,3,6116,0,42,40,16521,6514,42,5,benign
51,0,2,7567,0,54,51,22286,7820,54,3,benign
13,13,1,1694,0,15,13,4903,1848,15,2,benign
48,0,1,6615,0,49,42,4782,6692,49,1,benign
2537,0,4,167515,0,2546,4564,6646452,168192,2546,9,benign
122,0,1,42792,0,123,118,24082,42864,123,1,benign
362,6,10,35245,0,375,420,433013,36254,375,13,benign
29,0,3,7104,0,32,28,6156,7320,32,3,benign
163,23,7,13186,0,171,364,471234,13802,171,8,benign
6,0,1,1308,0,7,7,1947,1383,7,1,benign
6,0,1,1307,0,7,7,1947,1382,7,1,benign
6,0,1,1308,0,7,7,1947,1383,7,1,benign
6,0,1,1096,0,7,7,654,1170,7,1,benign
5,0,1,605,0,6,5,816,678,6,1,benign
13,6,1,1694,0,15,13,1905,1847,15,2,benign
35,0,4,6970,0,40,42,5392,7356,40,5,benign
50,0,1,8566,0,51,41,5459,8638,51,1,benign
225,11,7,17461,0,234,282,342140,18113,234,9,benign
1160,0,7,99598,0,1167,1998,2761291,100132,1167,7,benign
5,0,1,536,0,6,5,1279,609,6,1,benign
0,0,0,0,0,1,7,1908,72,1,1,benign
6,0,1,1308,0,7,7,1947,1383,7,1,benign
29,0,1,2680,0,30,26,3705,2753,30,1,benign
6,0,1,1307,0,7,7,1947,1382,7,1,benign
222,0,2,29516,0,224,192,18292,29669,224,2,benign
58,16,4,9013,0,65,57,8971,9571,65,7,benign
20,0,3,4873,1,24,30,3801,5091,24,3,benign
33,0,2,3983,0,35,35,6275,4135,35,2,benign
188,29,6,15841,0,194,247,274219,16358,194,6,benign
238,0,3,27495,0,242,295,333524,27811,242,4,benign
6,0,1,739,0,7,6,1660,813,7,1,benign
38,0,2,4018,0,40,34,5332,4168,40,2,benign
14,0,1,1801,0,15,13,1574,1874,15,1,benign
52,0,2,7627,0,55,55,22502,7880,55,3,benign
49,0,3,10460,0,53,49,30892,10781,53,4,benign
1020,1013,2,62236,0,1021,1315,1970842,62310,1021,1,benign
5,0,1,730,0,6,6,993,806,6,1,benign
5,0,1,729,0,6,6,993,805,6,1,benign
22,22,2,1913,0,24,12,4527,2077,24,2,benign
20,0,1,2053,0,22,19,5297,2215,22,2,benign
19,0,2,1810,0,21,17,5502,1957,21,2,benign
6,0,1,1307,0,7,7,1947,1382,7,1,benign
137,0,4,9957,0,141,323,455805,10270,141,4,benign
6,0,1,813,0,7,6,680,887,7,1,benign
58,0,3,8535,0,62,54,7615,8836,62,4,benign
93,0,5,17490,0,102,91,11978,18162,102,9,benign
33,0,2,3704,0,35,30,5109,3854,35,2,benign
108,30,6,11075,0,114,126,101217,11564,114,6,benign
58,0,4,8487,0,62,54,9282,8796,62,4,benign
198,0,6,26169,0,204,236,241819,26614,204,6,benign
14,0,2,1498,0,16,9,1728,1641,16,2,benign
58,40,3,4871,0,60,56,4571,5019,60,2,benign
73,0,2,4926,0,76,92,100027,5147,76,3,benign
83,0,5,10146,0,91,104,73625,10737,91,8,benign
25,6,3,2917,0,29,25,4294,3221,29,4,benign
468,11,5,36254,0,473,612,791385,36648,473,5,benign
339,0,2,31130,0,349,354,410710,31875,349,10,benign
117,27,7,15535,0,127,114,53408,16356,127,10,benign
91,0,2,12479,0,93,74,9691,12632,93,2,benign
39,0,2,4934,0,44,37,3973,5314,44,5,benign
157,0,2,11849,0,159,179,201385,11999,159,2,benign
577,0,3,93528,0,580,668,683406,93761,580,3,benign
6,0,1,1307,0,7,7,1947,1382,7,1,benign
7,0,1,1015,0,8,8,3904,1087,8,1,benign
532,6,6,58616,0,541,750,927295,59295,541,9,benign
82,0,4,11889,0,92,82,13529,12635,92,10,benign
6,0,1,1097,0,7,7,750,1171,7,1,benign
10,5,2,1212,0,12,12,1842,1373,12,2,benign
223,0,10,24423,0,237,226,97114,25479,237,14,benign
60,8,7,8510,0,69,60,12051,9222,69,9,benign
31,0,1,4762,0,35,29,4498,5058,35,4,benign
130,0,3,18590,0,140,142,89408,19335,140,10,benign
27,0,2,3863,0,30,28,2733,4092,30,3,benign
348,8,5,31840,0,354,574,753095,32305,354,6,benign
19,0,1,1993,0,21,18,5206,2155,21,2,benign
13,0,2,2210,0,15,14,1945,2356,15,2,benign
121,0,4,10952,0,127,135,137155,11411,127,6,benign
6,0,1,1307,0,7,7,1947,1382,7,1,benign
569,6,6,77493,0,577,629,552024,78101,577,8,benign
6,0,1,1308,0,7,7,1947,1383,7,1,benign
7,0,1,1367,0,8,7,1947,1442,8,1,benign
29,0,1,2646,0,30,26,3052,2719,30,1,benign
138,6,4,12012,0,142,180,212266,12332,142,4,benign
3298,0,2,209717,0,3300,6404,9189235,209867,3300,2,benign
6,0,1,788,0,7,6,993,864,7,1,benign
8,0,1,2505,0,9,8,1026,2580,9,1,benign
13,0,2,1665,0,15,13,2124,1805,15,2,benign
6,0,1,1126,0,7,7,911,1200,7,1,benign
459,0,10,41051,0,472,575,663304,42010,472,13,benign
75,69,5,11508,0,90,89,28808,12747,90,15,benign
147,0,5,14763,0,154,124,43806,15295,154,7,benign
7,0,1,1011,0,8,7,734,1085,8,1,benign
162,28,4,13512,0,167,235,271071,13939,167,5,benign
43,0,2,2990,0,46,55,52123,3211,46,3,benign
6,0,1,694,0,7,6,1423,767,7,1,benign
6,0,1,1308,0,7,7,1947,1383,7,1,benign
5,0,1,730,0,6,6,993,806,6,1,benign
38,0,3,5559,0,41,36,4495,5782,41,3,benign
175,0,2,13753,0,177,216,268282,13908,177,2,benign
31,0,2,4133,0,34,30,2850,4362,34,3,benign
124,0,1,46110,0,125,124,23871,46182,125,1,benign
7,0,1,983,0,10,45,5274,1213,10,3,benign
51,0,2,7567,0,54,51,22286,7820,54,3,benign
592,21,4,92572,0,596,758,788263,92897,596,4,benign
317,25,5,47387,0,323,331,259763,47894,323,6,benign
12,0,1,1073,0,14,14,4355,1237,14,2,benign
6,0,1,621,0,7,6,826,704,7,1,benign
37,0,2,2493,0,40,50,50835,2714,40,3,benign
52,0,4,9386,0,56,47,11860,9675,56,4,benign
17,0,2,4257,0,19,18,2153,4412,19,2,benign
43,0,3,8309,0,46,40,10714,8525,46,3,benign
9,0,1,4539,0,10,9,1130,4610,10,1,benign
557,18,4,79676,0,562,802,961175,80080,562,5,benign
51,0,1,8434,0,52,40,4855,8506,52,1,benign
13,0,2,1762,0,17,28,7577,2076,17,4,benign
6,0,1,1307,0,7,7,1947,1382,7,1,benign
62,29,5,8115,0,67,59,17734,8517,67,5,benign
18,0,2,1767,0,20,16,2900,1914,20,2,benign
6,0,1,1308,0,7,7,1947,1383,7,1,benign
0,0,0,0,0,1,1,143,79,1,1,benign
79,66,6,12029,0,89,84,27657,12853,89,10,benign
6,0,1,1308,0,7,7,1947,1383,7,1,benign
442,0,2,31978,0,445,448,505487,32213,445,3,benign
31,24,3,5390,0,35,31,7403,5689,35,4,benign
63,36,4,9088,0,67,61,22853,9409,67,4,benign
1084,6,2,67537,0,1086,1740,2391925,67686,1086,2,benign
12,0,2,3531,0,71,47,4144,6572,71,41,benign
39,8,5,6291,0,46,41,5197,6855,46,7,benign
7,0,1,1064,0,8,7,934,1137,8,1,benign
12,0,2,1611,0,14,12,2112,1758,14,2,benign
6,0,1,1307,0,7,7,1947,1382,7,1,benign
60,0,4,6312,0,64,36,5413,6617,64,4,benign
233,35,11,25953,0,248,333,297696,27157,248,15,benign
46,46,1,8017,0,51,47,16162,8417,51,5,benign
5,0,1,729,0,6,6,993,805,6,1,benign
708,0,2,45450,0,710,1166,1635173,45600,710,2,benign
73,0,4,10275,0,79,72,8682,10722,79,6,benign
94,0,5,17705,0,103,92,13012,18377,103,9,benign
6,0,1,1308,0,7,7,1947,1383,7,1,benign
6,0,1,1308,0,7,7,1947,1383,7,1,benign
11,0,1,1634,0,12,12,2162,1709,12,1,benign
259,0,1,24440,0,260,358,409803,24515,260,1,benign
188,0,8,26847,0,197,254,245354,27522,197,9,benign
66,0,4,6959,0,71,42,6462,7342,71,5,benign
468,0,2,33469,0,471,575,721783,33704,471,3,benign
6,0,1,1308,0,7,7,1947,1383,7,1,benign
201,0,9,17667,0,211,381,463352,18418,211,10,benign
6,0,1,1307,0,7,7,1947,1382,7,1,benign
12,6,2,1515,0,15,9,1214,1731,15,3,benign
38,0,6,4439,2,48,43,9007,5037,48,8,benign
28,0,2,3971,0,30,26,3128,4133,30,2,benign
51,0,2,7567,0,54,51,22286,7820,54,3,benign
14,0,1,1822,0,55,33,3060,4863,55,41,benign
6375,0,2,404554,0,6377,11832,16833222,404704,6377,2,benign
37,0,2,3985,0,39,50,59391,4147,39,2,benign
356,0,8,37603,0,368,485,579889,38538,368,12,benign
7,0,1,870,0,8,7,734,944,8,1,benign
41,0,2,6977,0,44,41,7722,7230,44,3,benign
5,0,1,728,0,6,6,993,804,6,1,benign
6,0,1,1308,0,7,7,1947,1383,7,1,benign
73,0,2,4926,0,76,92,100027,5147,76,3,benign
159,0,7,18589,0,166,218,234169,19109,166,7,benign
132,0,8,27092,0,143,129,41494,27906,143,11,benign
6,0,1,731,0,7,6,907,804,7,1,benign
251,0,10,23716,0,264,239,171259,24736,264,13,benign
34,0,5,3934,0,42,24,3711,4541,42,8,benign
1191,6,3,74185,0,1195,1650,2296867,74488,1195,4,benign
34,0,2,7621,0,36,33,3371,7776,36,2,benign
6,0,1,1308,0,7,7,1947,1383,7,1,benign
6,0,1,1307,0,7,7,1947,1382,7,1,benign
18,0,2,1750,0,20,16,5448,1897,20,2,benign
6,0,1,1308,0,7,7,1947,1383,7,1,benign
3261,8,6,227456,0,3269,7256,10748571,228064,3269,8,benign
33,26,2,5984,0,35,32,10045,6133,35,2,benign
99,0,6,18783,0,107,95,13084,19401,107,8,benign
7,0,1,2334,0,8,7,918,2415,8,1,benign
5,0,1,536,0,6,5,1320,609,6,1,benign
6,0,1,1015,0,7,7,650,1087,7,1,benign
16,0,2,4206,0,18,17,1907,4361,18,2,benign
336,329,2,27847,0,338,632,821337,28002,338,2,benign
174,18,4,16411,0,179,187,197721,16801,179,5,benign
79,0,2,5286,0,83,98,100876,5580,83,4,benign
242,0,2,15637,0,244,270,362663,15786,244,2,benign
611,0,3,82666,0,614,939,1140298,82899,614,3,benign
74,0,2,4986,0,77,92,100033,5207,77,3,benign
68,9,5,10489,0,74,66,11705,10930,74,6,benign
28,22,2,1955,0,29,26,2010,2029,29,1,benign
95,89,1,6536,0,98,174,239771,6783,98,3,benign
486,81,8,55056,0,500,538,651090,56199,500,14,benign
51,0,2,7567,0,54,51,22286,7820,54,3,benign
135,0,1,11687,0,136,132,107598,11760,136,1,benign
495,0,2,34454,0,497,791,1067483,34603,497,2,benign
10,0,2,1039,0,12,12,2039,1189,12,2,benign
38,6,4,4898,0,42,36,4397,5213,42,4,benign
5197,0,2,334625,0,5199,8974,12622398,334775,5199,2,benign
6,0,1,1132,0,7,7,1089,1206,7,1,benign
147,0,3,13394,0,153,199,223224,13840,153,6,benign
34,0,4,3640,0,38,33,5636,3946,38,4,benign
9,0,1,3959,0,10,9,1186,4038,10,1,benign
7,0,1,1026,0,8,7,1263,1099,8,1,benign
14,6,2,1460,0,16,14,4841,1609,16,2,benign
58,15,4,6416,0,61,44,6556,6660,61,3,benign
51,0,2,7567,0,54,51,22286,7820,54,3,benign
61,0,3,9116,0,66,58,8231,9489,66,5,benign
29,0,3,7129,0,32,28,6157,7345,32,3,benign
104,0,1,17314,0,105,89,10881,17386,105,1,benign
6,0,1,1307,0,7,7,1947,1382,7,1,benign
11,0,1,3223,0,12,11,1403,3304,12,1,benign
510,16,8,60808,0,519,755,961705,61523,519,9,benign
99,0,6,18798,0,109,97,12835,19551,109,10,benign
7925,0,2,496330,0,7928,11405,15569579,496557,7928,3,benign
618,27,15,64753,0,639,737,819368,66396,639,21,benign
6,0,1,1309,0,7,7,1908,1381,7,1,benign
106,0,2,7281,0,108,163,208969,7430,108,2,benign
7,0,1,1368,0,8,7,1947,1443,8,1,benign
12,0,1,1150,0,13,11,1283,1225,13,1,benign
121,0,7,11053,0,129,127,123045,11681,129,8,benign
728,24,8,48639,0,735,890,1238738,49146,735,7,benign
31,0,2,4143,0,34,29,2800,4372,34,3,benign
19,0,1,1993,0,22,19,5880,2236,22,3,benign
30,6,2,2981,0,32,27,4692,3134,32,2,benign
7,0,1,1006,0,8,7,734,1080,8,1,benign
245,6,12,33104,0,257,317,319531,34053,257,12,benign
49,0,1,8261,0,50,41,4909,8333,50,1,benign
44,0,2,5411,0,47,40,5138,5637,47,3,benign
5,0,1,728,0,6,6,846,796,6,1,benign
12,6,2,1340,0,14,12,1795,1489,14,2,benign
8,0,2,738,0,10,6,1943,887,10,2,benign
120,0,1,44578,0,121,120,23097,44650,121,1,benign
430,47,6,35636,0,444,649,832815,36801,444,14,benign
52,0,2,7627,0,55,52,22340,7880,55,3,benign
12,12,1,1699,0,14,14,1791,1845,14,2,benign
5,0,1,726,0,6,6,993,802,6,1,benign
720,6,2,45362,0,722,1240,1731977,45511,722,2,benign
148,41,5,20869,0,156,191,175674,21517,156,8,benign
14,0,1,1593,0,16,14,3900,1737,16,2,benign
6,0,1,1308,0,7,7,1947,1383,7,1,benign
6,0,1,631,0,7,5,957,711,7,1,benign
13,0,2,2212,0,15,14,1430,2358,15,2,benign
11,11,1,1376,0,12,12,4756,1449,12,1,benign
264,0,8,41162,0,274,272,249118,41902,274,10,benign
44,0,2,6431,0,47,40,4097,6643,47,3,benign
12,0,1,1695,0,13,12,2162,1770,13,1,benign
6,0,1,1308,0,7,7,1947,1383,7,1,benign
6,0,1,1309,0,7,7,1908,1381,7,1,benign
210,0,1,27840,0,211,181,18002,27916,211,1,benign
6,0,1,1307,0,7,7,1947,1382,7,1,benign
13,0,1,1545,0,15,11,1253,1688,15,2,benign
124,0,1,17393,0,126,108,11056,17546,126,2,benign
733,16,8,48494,0,740,900,1269157,49001,740,7,benign
254,0,11,54888,0,265,343,303225,55713,265,11,benign
139,0,3,15744,0,142,112,22705,15964,142,3,benign
326,11,5,27112,0,331,441,567293,27506,331,5,benign
0,0,0,0,0,3,20,7154,254,3,3,benign
49,0,1,6646,0,50,43,4207,6720,50,1,benign
85,0,5,23578,0,93,84,24110,24258,93,8,benign
13,0,2,2150,0,15,14,1790,2296,15,2,benign
11,6,2,1276,0,13,12,1842,1437,13,2,benign
13,6,1,1694,0,15,13,2017,1847,15,2,benign
7,0,1,1114,0,8,7,698,1187,8,1,benign
54,0,4,4966,0,58,54,35426,5269,58,4,benign
5,0,1,731,0,6,6,993,807,6,1,benign
171,12,4,72429,0,190,169,18279,73924,190,19,benign
6,6,1,444,0,6,0,0,444,6,0,benign
51,0,2,7567,0,54,51,22286,7820,54,3,benign
88,15,5,12296,0,96,106,30369,12941,96,8,benign
22,22,1,3054,0,26,24,8820,3378,26,4,benign
6,0,1,945,0,7,6,680,1019,7,1,benign
60,0,1,9158,0,61,51,6015,9230,61,1,benign
6,0,1,1307,0,7,7,1947,1382,7,1,benign
65,17,3,5676,0,69,44,6415,5990,69,4,benign
6,0,1,1002,0,7,6,880,1075,7,1,benign
0,0,0,0,0,2,19,7110,167,2,2,benign
98,55,4,11800,0,106,116,73238,12439,106,8,benign
253,0,9,30305,0,262,290,241920,30975,262,9,benign
6,0,1,929,0,7,6,680,1003,7,1,benign
537,0,5,40007,0,543,915,1222663,40459,543,6,benign
6,0,1,1308,0,7,7,1947,1383,7,1,benign
44,0,1,5408,0,46,39,4826,5562,46,2,benign
6,0,1,1307,0,7,7,1947,1382,7,1,benign
25,0,3,6549,0,28,18,3208,6765,28,3,benign
640,0,2,53595,0,643,1005,1380790,53808,643,3,benign
7,0,1,911,0,8,7,1502,984,8,1,benign
8,0,1,817,0,9,8,2383,898,9,1,benign
43,25,4,4670,0,50,40,3355,5232,50,7,benign
15,0,2,5965,0,17,16,1917,6117,17,2,benign
6,0,1,1016,0,7,7,746,1088,7,1,benign
101,0,1,6484,0,103,162,231886,6636,103,2,benign
106,0,6,13991,0,114,126,95534,14587,114,8,benign
12,0,1,1592,0,14,12,3652,1744,14,2,benign
953,0,1,81175,0,955,1529,1849844,81331,955,2,benign
38,0,2,2553,0,41,51,50889,2774,41,3,benign
41,0,2,6967,0,44,41,7722,7220,44,3,benign
155,0,2,14071,0,159,179,204646,14377,159,4,benign
284,0,7,32633,0,292,443,538558,33232,292,8,benign
40,0,2,6042,0,44,42,11197,6372,44,4,benign
28,0,2,4010,0,30,26,3123,4172,30,2,benign
260,6,5,23840,0,265,259,269463,24234,265,5,benign
166,14,8,20735,0,175,180,123789,21410,175,9,benign
591,21,4,83995,0,595,842,960241,84320,595,4,benign
7,0,1,872,0,8,7,734,946,8,1,benign
38,0,2,4018,0,40,34,5331,4168,40,2,benign
86,12,9,12705,0,95,82,16922,13399,95,9,benign
152,17,5,25313,0,158,154,144881,25712,158,5,benign
28,0,3,7054,0,31,27,6102,7270,31,3,benign
6,0,1,1307,0,7,7,1947,1382,7,1,benign
6,0,1,854,0,7,6,666,928,7,1,benign
5,0,1,524,0,6,5,1154,596,6,1,benign
39,0,2,6805,0,41,38,8068,6955,41,2,benign
0,0,0,0,0,1,1,181,82,1,1,benign
52,0,2,9184,0,54,60,61496,9346,54,2,benign
36,0,2,3713,0,38,49,59084,3875,38,2,benign
41,0,2,5636,0,43,17,2447,5784,43,2,benign
8,0,1,918,0,9,6,640,993,9,1,benign
6,0,1,444,0,7,1,218,519,7,1,benign
139,0,3,16054,0,142,107,22510,16274,142,3,benign
6,0,1,831,0,7,6,880,904,7,1,benign
27,11,2,6115,0,29,25,9016,6274,29,2,benign
0,0,0,0,0,2,2,296,150,2,2,benign
5,0,1,458,0,6,5,1001,537,6,1,benign
0,0,0,0,0,1,1,131,77,1,1,benign
6,0,1,825,0,7,6,880,898,7,1,benign
5,0,1,475,0,6,5,848,553,6,1,benign
50,0,1,8564,0,51,41,5459,8636,51,1,benign
13,0,2,1855,0,15,13,4176,2031,15,2,benign
0,0,2,439,2,4,2,164,439,4,0,benign
6,0,1,1067,0,7,7,642,1146,7,1,benign
184,0,7,20571,0,200,191,175936,21537,200,12,benign
6,0,1,444,0,8,2,347,591,8,2,benign
40,0,1,7715,0,41,33,4461,7787,41,1,benign
1304,0,2,159215,0,1306,2223,1969901,159365,1306,2,benign
76,0,4,7334,0,81,50,5834,7707,81,5,benign
12,0,1,888,0,13,1,218,963,13,1,benign
0,0,0,0,0,1,1,148,75,1,1,benign
392,0,9,64387,0,404,410,402473,65178,404,10,benign
0,0,1,408,0,8,4,296,704,8,4,benign
6,0,1,444,0,7,1,218,519,7,1,benign
59,0,1,18146,0,60,58,8552,18216,60,1,benign
6,0,1,806,0,7,6,595,883,7,1,benign
447,0,2,58401,0,449,385,35523,58554,449,2,benign
61,13,2,16996,0,63,60,11712,17138,63,2,benign
8,0,1,3788,0,9,8,795,3867,9,1,benign
0,0,1,196,0,2,1,168,275,2,1,benign
63,13,2,21739,0,65,63,11854,21881,65,2,benign
46,0,2,9017,0,48,39,5341,9162,48,2,benign
0,0,0,0,0,1,1,140,72,1,1,benign
0,0,0,0,0,2,2,257,143,2,2,benign
43,0,2,8818,0,45,37,5229,8963,45,2,benign
113,0,2,15210,0,115,98,10064,15363,115,2,benign
229,0,2,29624,0,231,198,18987,29777,231,2,benign
62,13,2,17543,0,64,60,11489,17685,64,2,benign
2,2,1,148,0,3,1,147,234,3,1,benign
60,13,2,17052,0,62,60,11490,17194,62,2,benign
0,0,0,0,0,2,2,257,143,2,2,benign
12,0,1,1679,0,13,11,1612,1752,13,1,benign
13,0,1,1557,0,15,11,1253,1700,15,2,benign
12,0,2,888,0,13,1,190,961,13,1,benign
18,0,1,1560,0,23,20,2360,1944,23,5,benign
0,0,0,0,0,1,1,181,82,1,1,benign
74,0,2,10322,0,78,67,7334,10633,78,4,benign
12,12,6,888,0,13,1,361,971,13,1,benign
6,0,1,444,0,7,1,218,519,7,1,benign
171,0,4,26208,0,175,188,179113,26529,175,4,benign
0,0,0,0,0,2,2,228,138,2,2,benign
6,0,1,444,0,7,1,218,519,7,1,benign
14,0,1,2212,0,15,13,2467,2290,15,1,benign
12,0,2,1794,0,14,7,1098,1942,14,2,benign
14,0,2,2152,0,16,14,4709,2328,16,2,benign
56,0,2,9637,0,59,49,6328,9854,59,3,benign
174,0,5,22123,0,179,168,71413,22511,179,5,benign
35,0,2,3635,0,37,50,59389,3797,37,2,benign
0,0,0,0,0,2,2,257,143,2,2,benign
17,0,2,2121,0,19,17,2113,2277,19,2,benign
32,0,1,3140,0,33,56,68603,3212,33,1,benign
12,0,2,1202,0,14,7,858,1352,14,2,benign
47,8,3,4453,0,50,60,60251,4692,50,3,benign
106,0,1,15375,0,107,92,8949,15451,107,1,benign
55,0,2,10060,0,57,54,7749,10210,57,2,benign
35,0,1,6756,0,36,29,3962,6828,36,1,benign
66,0,1,8362,0,67,45,15016,8433,67,1,benign
190,0,2,31076,0,193,207,248572,31324,193,3,benign
235,0,2,31104,0,237,203,19430,31257,237,2,benign
0,0,0,0,0,1,1,140,72,1,1,benign
22,0,3,2674,0,26,19,3065,2986,26,4,benign
6,0,1,811,0,7,6,640,886,7,1,benign
5,0,1,524,0,6,5,1154,596,6,1,benign
11,11,1,1515,0,13,12,4810,1686,13,2,benign
6,0,1,836,0,7,6,880,909,7,1,benign
121,0,6,14785,0,129,121,64568,15396,129,8,benign
6,0,2,1949,0,21,14,1452,2594,21,9,benign
53,0,1,17165,0,54,53,8077,17235,54,1,benign
47,0,3,5009,0,50,59,61133,5246,50,3,benign
453,24,8,55080,0,463,400,67918,55826,463,10,benign
0,0,1,157,0,2,1,129,229,2,1,benign
0,0,1,986,0,4,2,930,1156,4,2,benign
93,0,2,12139,0,96,82,8514,12365,96,3,benign
28,0,1,2072,0,29,1,218,2147,29,1,benign
6,0,1,444,0,7,1,218,519,7,1,benign
123,0,2,16259,0,125,107,10803,16412,125,2,benign
42,0,2,8095,0,44,36,4896,8240,44,2,benign
39,0,2,6027,0,41,34,6238,6180,41,2,benign
5,0,1,610,0,8,7,1028,830,8,3,benign
165,0,2,31097,0,168,138,17135,31321,168,3,benign
119,0,2,16049,0,121,103,10513,16202,121,2,benign
6,0,1,742,0,7,6,1084,826,7,1,benign
90,0,1,14415,0,91,76,7677,14491,91,1,benign
13,0,1,1438,0,17,13,1454,1727,17,4,benign
75,11,2,15110,0,77,66,11038,15252,77,2,benign
61,11,2,18261,0,63,63,11855,18403,63,2,benign
46,0,2,9004,0,49,40,5810,9221,49,3,benign
11,0,2,1277,0,13,12,1388,1425,13,2,benign
1297,11,15,210350,0,1321,1764,1782053,212114,1321,24,benign
6,0,1,1349,0,7,6,880,1422,7,1,benign
0,0,0,0,0,1,1,181,82,1,1,benign
6,0,1,444,0,7,1,218,519,7,1,benign
56,0,1,17686,0,57,56,8531,17756,57,1,benign
38,0,1,13127,0,39,37,4139,13204,39,1,benign
32,0,2,3786,0,34,29,3650,3939,34,2,benign
0,0,0,0,0,3,3,416,225,3,3,benign
23,0,1,3906,0,25,17,2099,4049,25,2,benign
6,0,1,758,0,7,6,880,836,7,1,benign
1965,0,1,129198,0,1966,1840,1758611,129277,1966,1,benign
6,0,1,444,0,7,1,218,519,7,1,benign
5,0,1,529,0,6,5,1004,609,6,1,benign
6,0,1,473,0,7,6,2978,558,7,1,benign
7,0,1,818,0,9,8,909,968,9,2,benign
0,0,0,0,0,1,1,215,75,1,1,benign
12,0,2,1152,0,14,7,1302,1311,14,2,benign
69,12,3,18942,0,73,71,12785,19229,73,4,benign
0,0,0,0,0,1,1,215,75,1,1,benign
7,0,1,646,0,8,8,2140,725,8,1,benign
159,0,2,29295,0,162,133,16583,29519,162,3,benign
0,0,0,0,0,2,2,296,150,2,2,benign
19,0,2,2313,0,23,21,2662,2615,23,4,benign
6,0,1,812,0,7,6,680,886,7,1,benign
14,14,1,2316,0,17,15,5489,2564,17,3,benign
22,6,4,2985,0,26,25,6208,3270,26,4,benign
21,0,1,3502,0,22,17,2465,3574,22,1,benign
12,0,1,1522,0,14,12,1449,1668,14,2,benign
13,0,2,1262,0,15,8,912,1412,15,2,benign
35,0,1,6728,0,36,29,3962,6800,36,1,benign
1082,11,4,349283,0,1086,1077,147125,349572,1086,4,benign
6,0,1,722,0,7,6,800,798,7,1,benign
26,0,3,3054,0,29,18,4794,3278,29,3,benign
18,0,2,1709,0,20,8,1072,1856,20,2,benign
87,0,3,13570,0,91,99,64195,13882,91,4,benign
6,0,1,1266,0,8,7,1018,1417,8,2,benign
6,0,1,481,0,7,6,1107,557,7,1,benign
6,0,1,663,0,7,5,671,754,7,1,benign
40,0,2,6975,0,42,39,8151,7125,42,2,benign
61,11,2,18047,0,63,63,11837,18189,63,2,benign
0,0,0,0,0,2,2,257,143,2,2,benign
171,0,2,31437,0,174,143,18270,31661,174,3,benign
63,0,5,8985,0,68,49,8486,9358,68,5,benign
2879,13,5,967943,0,2884,2880,374361,968307,2884,5,benign
56,0,3,8306,0,62,55,8208,8757,62,6,benign
6,0,1,1099,0,8,8,846,1247,8,2,benign
5,0,1,730,0,6,6,913,806,6,1,benign
50,0,2,4737,0,52,57,59520,4899,52,2,benign
115,22,8,37724,65,196,205,164561,38778,196,13,benign
2057,0,40,294841,0,2119,2327,2338048,299528,2119,62,benign
46,0,6,5232,4,63,58,8661,5947,63,9,benign
6,0,1,557,0,7,6,636,632,7,1,benign
387,0,5,33733,0,393,452,463888,34198,393,6,benign
32,0,2,4053,0,35,30,3989,4273,35,3,benign
12,12,1,888,0,13,1,92,964,13,1,benign
38,0,2,6815,0,40,37,5743,6965,40,2,benign
83,0,6,15687,0,88,80,10555,16066,88,5,benign
12,0,1,1093,0,13,11,5273,1165,13,1,benign
775,23,11,62525,0,786,1528,2134321,63393,786,11,benign
33,0,4,3862,0,38,35,8501,4236,38,5,benign
19,0,1,4182,0,20,17,1722,4261,20,1,benign
98,0,5,18628,0,105,93,12054,19165,105,7,benign
28,9,3,3499,0,31,21,2610,3742,31,3,benign
